CUFDFDFDF,ACFFEEREG
CUFDFDFDF,AA350C0L1248L2Q6B8UPUSD
CUFDFDFDF,AA350C0L1248L2Q6B8V2USD
CUFDFDFDF,AA350C0L1248L2Q6B8VFUSD
CUFDFDFDF,AA350C0L1248L2Q6B8VRUSD
CUFDFDFDF,AA350C0L1248L2Q6B8W4USD
CUFDFDFDF,AA350C0L1248L2Q6B8WMUSD
CUFDFDFDF,AA350C0L1248L2Q6B8X1USD
CUFDFDFDF,AA350C0L1248L2Q6B8XDUSD
CUFDFDFDF,AA350C0L1248L2Q6B8XPUSD
CUFDFDFDF,AA350C0L1248L2Q6B8Y5USD
CUFDFDFDF,AA350C0L1248L2Q6B8YJUSD
CUFDFDFDF,AA350C0L1248L2Q6B8YXUSD
CUFDFDFDF,AA350C0L1248L2Q6B8ZAUSD
